Entity,Code,Year,Corruption Perception Index - Transparency International (2018).x,Share of the population in extreme poverty.x,Corruption Perception Index - Transparency International (2018).y,Share of the population in extreme poverty.y,Oil production (TWh).x,HAQ Index (IHME (2017)).x,Gender Inequality Index (Human Development Report (2015)).x,GDP per capita (constant 2015 US$).x,freeexpr_bti.x,electfreefair_bti.x,"Foreign direct investment, net outflows (% of GDP).x","Foreign direct investment, net inflows (% of GDP).x",Birth rate - Sex: all - Age: all - Variant: estimates.x,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).x,Oil production (TWh).y,HAQ Index (IHME (2017)).y,Gender Inequality Index (Human Development Report (2015)).y,GDP per capita (constant 2015 US$).y,freeexpr_bti.y,electfreefair_bti.y,"Foreign direct investment, net outflows (% of GDP).y","Foreign direct investment, net inflows (% of GDP).y",Birth rate - Sex: all - Age: all - Variant: estimates.y,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).y
Iraq,IRQ,1992,NA,NA,NA,NA,304.0845642,NA,NA,1606.09668,NA,NA,NA,0.01679695,39.29499817,532.44,304.0845642,NA,NA,1606.09668,NA,NA,NA,0.01679695,39.29499817,532.44
Iraq,IRQ,1993,NA,NA,NA,NA,259.7210693,NA,NA,2031.603271,NA,NA,NA,0.077814236,39.14199829,537.28,259.7210693,NA,NA,2031.603271,NA,NA,NA,0.077814236,39.14199829,537.28
Iraq,IRQ,1994,NA,NA,NA,NA,288.3644409,NA,NA,2046.822021,NA,NA,NA,-7.52E-04,38.67300034,529.69,288.3644409,NA,NA,2046.822021,NA,NA,NA,-7.52E-04,38.67300034,529.69
Iraq,IRQ,1995,NA,NA,NA,NA,302.6861572,50.7,0.65799999,2026.936646,NA,NA,NA,NA,38.02000046,533.24,302.6861572,50.7,0.65799999,2026.936646,NA,NA,NA,NA,38.02000046,533.24
Iraq,IRQ,1996,NA,NA,NA,NA,332.2319946,NA,NA,2181.702637,NA,NA,NA,-0.019111153,37.4469986,534.19,332.2319946,NA,NA,2181.702637,NA,NA,NA,-0.019111153,37.4469986,534.19
Iraq,IRQ,1997,NA,NA,NA,NA,664.5896606,NA,NA,2564.056641,NA,NA,NA,0.005552651,37.37099838,532.85,664.5896606,NA,NA,2564.056641,NA,NA,NA,0.005552651,37.37099838,532.85
Iraq,IRQ,1998,NA,NA,NA,NA,1211.678345,NA,NA,3352.307861,NA,NA,NA,0.035833802,37.04000092,526.31,1211.678345,NA,NA,3352.307861,NA,NA,NA,0.035833802,37.04000092,526.31
Iraq,IRQ,1999,NA,NA,NA,NA,1491.810669,NA,NA,3822.83374,NA,NA,NA,NA,36.70100021,517.67,1491.810669,NA,NA,3822.83374,NA,NA,NA,NA,36.70100021,517.67
Iraq,IRQ,2000,NA,NA,NA,NA,1497.892212,51.8,0.62,4337.416992,NA,NA,NA,-6.62E-05,36.25,509.08,1497.892212,51.8,0.62,4337.416992,NA,NA,NA,-6.62E-05,36.25,509.08
Iraq,IRQ,2001,NA,NA,NA,NA,1440.634033,NA,NA,4284.259766,NA,NA,NA,-0.018398719,35.61800003,500.1,1440.634033,NA,NA,4284.259766,NA,NA,NA,-0.018398719,35.61800003,500.1
Iraq,IRQ,2002,NA,NA,NA,NA,1208.049683,NA,NA,3818.845459,NA,NA,NA,-9.90E-04,34.95999908,493.29,1208.049683,NA,NA,3818.845459,NA,NA,NA,-9.90E-04,34.95999908,493.29
Iraq,IRQ,2003,NA,NA,NA,NA,767.8649902,NA,NA,2351.712646,NA,NA,NA,4.561717033,34.57400131,491.86,767.8649902,NA,NA,2351.712646,NA,NA,NA,4.561717033,34.57400131,491.86
Iraq,IRQ,2004,NA,NA,NA,NA,1162.372803,NA,NA,3515.34668,NA,NA,NA,0.819047749,34.58100128,484.46,1162.372803,NA,NA,3515.34668,NA,NA,NA,0.819047749,34.58100128,484.46
Iraq,IRQ,2005,NA,NA,NA,NA,1045.928101,54.4,NA,3493.344727,5,5,0.177560195,1.031530619,34.00600052,477.79,1045.928101,54.4,NA,3493.344727,5,5,0.177560195,1.031530619,34.00600052,477.79
Iraq,IRQ,2006,NA,NA,NA,NA,1139.989502,NA,NA,3619.885986,NA,NA,0.468221247,0.587963045,33.80599976,471.64,1139.989502,NA,NA,3619.885986,NA,NA,0.468221247,0.587963045,33.80599976,471.64
Iraq,IRQ,2007,NA,NA,NA,NA,1222.189941,NA,NA,3626.945801,5,6,0.008892685,1.09391284,33.56499863,477.78,1222.189941,NA,NA,3626.945801,5,6,0.008892685,1.09391284,33.56499863,477.78
Iraq,IRQ,2008,NA,NA,NA,NA,1387.678955,NA,NA,3859.758057,NA,NA,0.025529115,1.409951687,33.47700119,481,1387.678955,NA,NA,3859.758057,NA,NA,0.025529115,1.409951687,33.47700119,481
Iraq,IRQ,2009,NA,NA,NA,NA,1392.546509,NA,NA,3909.291504,5,7,0.064393297,1.431429863,33.71099854,476.54,1392.546509,NA,NA,3909.291504,5,7,0.064393297,1.431429863,33.71099854,476.54
Iraq,IRQ,2010,NA,NA,NA,NA,1405.062256,57.2,0.53600001,4052.0625,NA,NA,0.090169616,1.007964969,34.29100037,469.38,1405.062256,57.2,0.53600001,4052.0625,NA,NA,0.090169616,1.007964969,34.29100037,469.38
Iraq,IRQ,2011,NA,NA,NA,NA,1579.366821,NA,0.53399998,4218.382324,5,7,0.197039381,1.120863438,35.09000015,461.09,1579.366821,NA,0.53399998,4218.382324,5,7,0.197039381,1.120863438,35.09000015,461.09
Kuwait,KWT,1900,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1901,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1903,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1904,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1905,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1907,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1908,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1909,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1910,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1911,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1912,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1913,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1914,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1915,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1916,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1917,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1918,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1919,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1920,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1921,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1922,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1923,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1924,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1925,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1926,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1927,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1928,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1929,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1930,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1931,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1932,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1933,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1934,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1935,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1936,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1937,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1938,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1939,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1940,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1941,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1942,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1943,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1944,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1945,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1946,NA,NA,NA,NA,9.303999901,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.303999901,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1947,NA,NA,NA,NA,25.58600044,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.58600044,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1948,NA,NA,NA,NA,74.43199921,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.43199921,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1949,NA,NA,NA,NA,143.9561462,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.9561462,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1950,NA,NA,NA,NA,199.919693,NA,NA,NA,NA,NA,NA,NA,41.90399933,NA,199.919693,NA,NA,NA,NA,NA,NA,NA,41.90399933,NA
Kuwait,KWT,1951,NA,NA,NA,NA,325.8377075,NA,NA,NA,NA,NA,NA,NA,42.20800018,NA,325.8377075,NA,NA,NA,NA,NA,NA,NA,42.20800018,NA
Kuwait,KWT,1952,NA,NA,NA,NA,434.7991943,NA,NA,NA,NA,NA,NA,NA,42.50999832,NA,434.7991943,NA,NA,NA,NA,NA,NA,NA,42.50999832,NA
Kuwait,KWT,1953,NA,NA,NA,NA,500.2528076,NA,NA,NA,NA,NA,NA,NA,42.62400055,NA,500.2528076,NA,NA,NA,NA,NA,NA,NA,42.62400055,NA
Kuwait,KWT,1954,NA,NA,NA,NA,557.2514648,NA,NA,NA,NA,NA,NA,NA,42.61800003,NA,557.2514648,NA,NA,NA,NA,NA,NA,NA,42.61800003,NA
Kuwait,KWT,1955,NA,NA,NA,NA,640.8827515,NA,NA,NA,NA,NA,NA,NA,42.56700134,NA,640.8827515,NA,NA,NA,NA,NA,NA,NA,42.56700134,NA
Kuwait,KWT,1956,NA,NA,NA,NA,645.5463867,NA,NA,NA,NA,NA,NA,NA,45.09000015,NA,645.5463867,NA,NA,NA,NA,NA,NA,NA,45.09000015,NA
Kuwait,KWT,1957,NA,NA,NA,NA,680.8434448,NA,NA,NA,NA,NA,NA,NA,46.94900131,NA,680.8434448,NA,NA,NA,NA,NA,NA,NA,46.94900131,NA
Kuwait,KWT,1958,NA,NA,NA,NA,834.4408569,NA,NA,NA,NA,NA,NA,NA,47.78699875,NA,834.4408569,NA,NA,NA,NA,NA,NA,NA,47.78699875,NA
Kuwait,KWT,1959,NA,NA,NA,NA,837.9763794,NA,NA,NA,NA,NA,NA,NA,47.31700134,NA,837.9763794,NA,NA,NA,NA,NA,NA,NA,47.31700134,NA
Kuwait,KWT,1960,NA,NA,NA,NA,986.456604,NA,NA,NA,NA,NA,NA,NA,46.94800186,NA,986.456604,NA,NA,NA,NA,NA,NA,NA,46.94800186,NA
Kuwait,KWT,1961,NA,NA,NA,NA,1010.681885,NA,NA,NA,NA,NA,NA,NA,46.66699982,NA,1010.681885,NA,NA,NA,NA,NA,NA,NA,46.66699982,NA
Kuwait,KWT,1962,NA,NA,NA,NA,1141.368164,NA,NA,NA,NA,NA,NA,NA,46.32500076,NA,1141.368164,NA,NA,NA,NA,NA,NA,NA,46.32500076,NA
Kuwait,KWT,1963,NA,NA,NA,NA,1223.371338,NA,NA,NA,NA,NA,NA,NA,46.52000046,NA,1223.371338,NA,NA,NA,NA,NA,NA,NA,46.52000046,NA
Kuwait,KWT,1964,NA,NA,NA,NA,1346.672607,NA,NA,NA,NA,NA,NA,NA,46.38600159,NA,1346.672607,NA,NA,NA,NA,NA,NA,NA,46.38600159,NA
Kuwait,KWT,1965,NA,NA,NA,NA,1384.102173,NA,NA,NA,NA,NA,NA,NA,46.3769989,NA,1384.102173,NA,NA,NA,NA,NA,NA,NA,46.3769989,NA
Kuwait,KWT,1966,NA,NA,NA,NA,1460.221802,NA,NA,NA,NA,NA,NA,NA,46.16999817,NA,1460.221802,NA,NA,NA,NA,NA,NA,NA,46.16999817,NA
Kuwait,KWT,1967,NA,NA,NA,NA,1469.942993,NA,NA,NA,NA,NA,NA,NA,46.49000168,NA,1469.942993,NA,NA,NA,NA,NA,NA,NA,46.49000168,NA
Kuwait,KWT,1968,NA,NA,NA,NA,1548.280884,NA,NA,NA,NA,NA,NA,NA,46.49499893,NA,1548.280884,NA,NA,NA,NA,NA,NA,NA,46.49499893,NA
Kuwait,KWT,1969,NA,NA,NA,NA,1638.759644,NA,NA,NA,NA,NA,NA,NA,46.09400177,NA,1638.759644,NA,NA,NA,NA,NA,NA,NA,46.09400177,NA
Kuwait,KWT,1970,NA,NA,NA,NA,1765.421631,NA,NA,NA,NA,NA,NA,0.904319286,44.86299896,NA,1765.421631,NA,NA,NA,NA,NA,NA,0.904319286,44.86299896,NA
Kuwait,KWT,1971,NA,NA,NA,NA,1890.450562,NA,NA,NA,NA,NA,NA,2.58E-04,43.66199875,NA,1890.450562,NA,NA,NA,NA,NA,NA,2.58E-04,43.66199875,NA
Kuwait,KWT,1972,NA,NA,NA,NA,1946.271606,NA,NA,NA,NA,NA,NA,2.25E-04,42.53099823,NA,1946.271606,NA,NA,NA,NA,NA,NA,2.25E-04,42.53099823,NA
Kuwait,KWT,1973,NA,NA,NA,NA,1788.699097,NA,NA,NA,NA,NA,NA,0.005547036,41.63800049,NA,1788.699097,NA,NA,NA,NA,NA,NA,0.005547036,41.63800049,NA
Kuwait,KWT,1974,NA,NA,NA,NA,1510.393066,NA,NA,NA,NA,NA,NA,9.23E-04,40.7840004,NA,1510.393066,NA,NA,NA,NA,NA,NA,9.23E-04,40.7840004,NA
Kuwait,KWT,1975,NA,NA,NA,NA,1236.849365,NA,NA,NA,NA,NA,0.774218202,0.002079151,40.22299957,NA,1236.849365,NA,NA,NA,NA,NA,0.774218202,0.002079151,40.22299957,NA
Kuwait,KWT,1976,NA,NA,NA,NA,1278.262939,NA,NA,NA,NA,NA,0.833434284,-0.003883741,39.64300156,NA,1278.262939,NA,NA,NA,NA,NA,0.833434284,-0.003883741,39.64300156,NA
Kuwait,KWT,1977,NA,NA,NA,NA,1172.068359,NA,NA,NA,NA,NA,0.370295435,0.009408782,38.75400162,NA,1172.068359,NA,NA,NA,NA,NA,0.370295435,0.009408782,38.75400162,NA
Kuwait,KWT,1978,NA,NA,NA,NA,1265.107788,NA,NA,NA,NA,NA,0.609817922,0.004902938,37.73300171,NA,1265.107788,NA,NA,NA,NA,NA,0.609817922,0.004902938,37.73300171,NA
Kuwait,KWT,1979,NA,NA,NA,NA,1507.476563,NA,NA,NA,NA,NA,-0.760349452,0.005172549,36.65299988,NA,1507.476563,NA,NA,NA,NA,NA,-0.760349452,0.005172549,36.65299988,NA
Kuwait,KWT,1980,NA,NA,NA,NA,1009.875,NA,NA,NA,NA,NA,1.4210186,0.002898191,35.65999985,NA,1009.875,NA,NA,NA,NA,NA,1.4210186,0.002898191,35.65999985,NA
Kuwait,KWT,1981,NA,NA,NA,NA,681.7961426,NA,NA,NA,NA,NA,-0.601251245,0.004829053,34.4640007,NA,681.7961426,NA,NA,NA,NA,NA,-0.601251245,0.004829053,34.4640007,NA
Kuwait,KWT,1982,NA,NA,NA,NA,496.1856995,NA,NA,NA,NA,NA,0.498990983,-4.17E-04,34.20299911,NA,496.1856995,NA,NA,NA,NA,NA,0.498990983,-4.17E-04,34.20299911,NA
Kuwait,KWT,1983,NA,NA,NA,NA,639.7145386,NA,NA,NA,NA,NA,1.150756836,1.92E-04,33.60200119,NA,639.7145386,NA,NA,NA,NA,NA,1.150756836,1.92E-04,33.60200119,NA
Kuwait,KWT,1984,NA,NA,NA,NA,706.2559814,NA,NA,NA,NA,NA,0.435882896,-0.02779148,32.61700058,NA,706.2559814,NA,NA,NA,NA,NA,0.435882896,-0.02779148,32.61700058,NA
Kuwait,KWT,1985,NA,NA,NA,NA,645.3428345,NA,NA,NA,NA,NA,0.325635046,0.033811167,30.71699905,NA,645.3428345,NA,NA,NA,NA,NA,0.325635046,0.033811167,30.71699905,NA
Kuwait,KWT,1986,NA,NA,NA,NA,690.7674561,NA,NA,NA,NA,NA,1.383893013,-0.081156492,29.04899979,NA,690.7674561,NA,NA,NA,NA,NA,1.383893013,-0.081156492,29.04899979,NA
Kuwait,KWT,1987,NA,NA,NA,NA,606.0975952,NA,NA,NA,NA,NA,3.465699434,-0.028257512,26.82699966,NA,606.0975952,NA,NA,NA,NA,NA,3.465699434,-0.028257512,26.82699966,NA
Kuwait,KWT,1988,NA,NA,NA,NA,733.2275391,NA,NA,NA,NA,NA,2.303506851,0.078869261,25.12800026,NA,733.2275391,NA,NA,NA,NA,NA,2.303506851,0.078869261,25.12800026,NA
Kuwait,KWT,1989,NA,NA,NA,NA,795.616272,NA,NA,NA,NA,NA,4.088261604,0.015054221,23.56999969,NA,795.616272,NA,NA,NA,NA,NA,4.088261604,0.015054221,23.56999969,NA
Kuwait,KWT,1990,NA,NA,NA,NA,544.2466431,71.7,NA,NA,NA,NA,1.298069835,0.030388905,22.15800095,289.3,544.2466431,71.7,NA,NA,NA,NA,1.298069835,0.030388905,22.15800095,289.3
Kuwait,KWT,1991,NA,NA,NA,NA,107.1935196,NA,NA,NA,NA,NA,-1.69358623,0.007266918,20.90500069,250.95,107.1935196,NA,NA,NA,NA,NA,-1.69358623,0.007266918,20.90500069,250.95
Kuwait,KWT,1992,NA,NA,NA,NA,627.5028687,NA,NA,NA,NA,NA,6.09653616,0.177757144,20.16699982,227.92,627.5028687,NA,NA,NA,NA,NA,6.09653616,0.177757144,20.16699982,227.92
Kuwait,KWT,1993,NA,NA,NA,NA,1123.248413,NA,NA,NA,NA,NA,2.670749426,0.055352248,19.8560009,229.45,1123.248413,NA,NA,NA,NA,NA,2.670749426,0.055352248,19.8560009,229.45
Kuwait,KWT,1994,NA,NA,NA,NA,1202.044312,NA,NA,NA,NA,NA,-6.113787651,6.113780975,22.02000046,241.54,1202.044312,NA,NA,NA,NA,NA,-6.113787651,6.113780975,22.02000046,241.54
Kuwait,KWT,1995,NA,NA,NA,NA,1219.858398,71.4,0.58499998,34712.3125,NA,NA,-3.758380413,0.024645118,24.01300049,253.55,1219.858398,71.4,0.58499998,34712.3125,NA,NA,-3.758380413,0.024645118,24.01300049,253.55
Kuwait,KWT,1996,NA,NA,NA,NA,1222.614136,NA,NA,34472.62891,NA,NA,5.525290012,1.102936983,24.20199966,243.66,1222.614136,NA,NA,34472.62891,NA,NA,5.525290012,1.102936983,24.20199966,243.66
Kuwait,KWT,1997,NA,NA,NA,NA,1222.478638,NA,NA,33602.64844,NA,NA,-3.192812443,0.06515944,23.29700089,263.25,1222.478638,NA,NA,33602.64844,NA,NA,-3.192812443,0.06515944,23.29700089,263.25
Kuwait,KWT,1998,NA,NA,NA,NA,1279.338013,NA,NA,32534.01367,NA,NA,-7.197658062,0.22769393,22.50200081,248.94,1279.338013,NA,NA,32534.01367,NA,NA,-7.197658062,0.22769393,22.50200081,248.94
Kuwait,KWT,1999,NA,NA,NA,NA,1192.730225,NA,NA,29978.82617,NA,NA,0.0763347,0.239909053,21.88400078,262.45,1192.730225,NA,NA,29978.82617,NA,NA,0.0763347,0.239909053,21.88400078,262.45
Kuwait,KWT,2000,NA,NA,NA,NA,1278.002441,74.9,0.58499998,29951.56641,NA,NA,-0.803908944,0.043220911,21.61700058,253.65,1278.002441,74.9,0.58499998,29951.56641,NA,NA,-0.803908944,0.043220911,21.61700058,253.65
Kuwait,KWT,2001,NA,NA,NA,NA,1238.984863,NA,NA,29185.61328,NA,NA,-5.485374451,-0.319645286,21.64900017,233.43,1238.984863,NA,NA,29185.61328,NA,NA,-5.485374451,-0.319645286,21.64900017,233.43
Kuwait,KWT,2002,NA,NA,NA,NA,1148.577393,NA,NA,29590.97266,NA,NA,-0.201025948,0.009490496,21.71199989,245.84,1148.577393,NA,NA,29590.97266,NA,NA,-0.201025948,0.009490496,21.71199989,245.84
Kuwait,KWT,2003,NA,NA,NA,NA,1344.473999,NA,NA,34322.24609,NA,NA,-10.35972595,-0.140176252,21.94300079,238.93,1344.473999,NA,NA,34322.24609,NA,NA,-10.35972595,-0.140176252,21.94300079,238.93
Kuwait,KWT,2004,NA,NA,NA,NA,1433.825562,NA,NA,37168.55469,NA,NA,4.342712879,0.039961863,22.10899925,241.26,1433.825562,NA,NA,37168.55469,NA,NA,4.342712879,0.039961863,22.10899925,241.26
Kuwait,KWT,2005,NA,NA,NA,NA,1516.680786,75.7,0.37400001,39849.59766,NA,NA,6.363698006,0.289490193,22.08499908,244.98,1516.680786,75.7,0.37400001,39849.59766,NA,NA,6.363698006,0.289490193,22.08499908,244.98
Kuwait,KWT,2006,NA,NA,NA,NA,1555.59021,NA,NA,40976.67578,NA,NA,8.085291862,0.119455315,22.05599976,243.32,1555.59021,NA,NA,40976.67578,NA,NA,8.085291862,0.119455315,22.05599976,243.32
Kuwait,KWT,2007,NA,NA,NA,NA,1512.247559,NA,NA,41170.67188,6,4,8.534721375,0.097292386,21.92900085,237.55,1512.247559,NA,NA,41170.67188,6,4,8.534721375,0.097292386,21.92900085,237.55
Kuwait,KWT,2008,NA,NA,NA,NA,1584.268433,NA,NA,39777.28516,NA,NA,6.167477131,-0.004037959,21.70000076,258.02,1584.268433,NA,NA,39777.28516,NA,NA,6.167477131,-0.004037959,21.70000076,258.02
Kuwait,KWT,2009,NA,NA,NA,NA,1407.566528,NA,NA,34800.30859,7,4,8.098869324,1.05091989,21.49399948,241.09,1407.566528,NA,NA,34800.30859,7,4,8.098869324,1.05091989,21.49399948,241.09
Kuwait,KWT,2010,NA,NA,NA,NA,1435.090698,77.7,0.236,32035.37891,NA,NA,5.102993488,1.130336404,21.20299911,212.55,1435.090698,77.7,0.236,32035.37891,NA,NA,5.102993488,1.130336404,21.20299911,212.55
Kuwait,KWT,2011,NA,NA,NA,NA,1638.55542,NA,0.234,33166.91797,6,4,6.992313385,2.115341902,20.9489994,195.85,1638.55542,NA,0.234,33166.91797,6,4,6.992313385,2.115341902,20.9489994,195.85
Libya,LBY,1900,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1901,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1903,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
